day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-11-13,,1.0,0.7639905957632871,1.4129819466392561,5.0
2025-11-14,-0.6365167594023948,0.9323372345228929,-0.17185110094516912,0.768057760631169,9.0
2025-11-15,0.12430127276296904,1.8715789291747609,0.4597858463667284,1.2706664370457266,4.0
2025-11-17,-0.4026307703048701,0.9187840426149019,-0.19225700234021756,0.6207456411442038,12.0
2025-11-18,-0.16649281179055736,0.34272795370643255,-0.2443273064865924,0.6079513881658536,4.0
2025-11-19,0.2846154376885731,0.5849204819676638,0.09540601909274908,1.1112306975766357,5.0
2025-11-20,0.14983595937689143,0.822668052290666,0.49574409358640803,0.7422145643101423,7.0
2025-11-21,0.5329596719556411,0.7206825742021276,0.18862647270933885,0.7828851516660903,4.0
2025-11-22,-1.4916557291507282,0.9837025274166672,0.12630118568566664,1.726910354171047,5.0
2025-11-23,0.038633127211440146,0.7102658344270869,-0.6516715378857895,0.09601665792685508,3.0
2025-11-24,0.8464096541565966,0.9873097631627761,-0.1065196178981895,0.9703849095162089,9.0
2025-11-25,0.5419924854094471,0.8258627933556248,0.20396390661263364,0.848613662943052,4.0
2025-11-26,-0.26906101141109123,1.0288331118119234,-0.02959136759105122,0.8016649360652817,7.0
2025-11-27,-0.002592984761882988,0.6822053898739517,0.371395950584202,0.9185070025849783,5.0
2025-11-28,-0.3177450772671613,0.6484597460937442,-0.40044328483936853,0.4999584192818883,11.0
2025-11-29,0.36425723011238414,0.7877365375425486,0.42457209579762833,1.269600730549219,7.0
2025-11-30,0.38836546448943715,1.257673425544936,0.026426390268727413,1.2076889289345372,6.0
2025-12-01,-0.03916734330371316,0.6032560752389856,-0.1966404447197063,0.9484804232601208,11.0
2025-12-02,-0.1293508263115951,0.7960351368133948,0.10129577630870061,1.0266489759260287,5.0
2025-12-03,0.29983817049103295,0.4972961190273443,0.22737538465960264,0.7121976717608933,5.0
2025-12-04,-0.034407267927430235,0.652293441678828,0.15979359062724463,1.3669219143244191,4.0
2025-12-05,-0.10634897593632459,1.101834141264263,-0.010219999263819593,0.8702458040332105,9.0
2025-12-06,-0.11999487679868139,0.20743498139114774,0.08016714023055538,0.4169007999879565,3.0
2025-12-07,0.45897642679793693,0.8901343671043581,0.04970066212269064,1.1750654395188,8.0
2025-12-08,0.16955937105557142,0.4657257917666456,0.3699502487569026,1.1336134021030004,3.0
2025-12-09,0.4428025498876651,0.3818548650584961,0.4912840794833427,0.28176462354982923,3.0
2025-12-10,0.05557323035199511,0.33502586878894314,-0.0992961625947582,0.8521243505409967,3.0
2025-12-11,-0.22053571428571428,0.13005714011109715,0.5107142857142857,0.1565736444055926,2.0
2025-12-12,-0.09026010298133824,0.21187013562585297,1.0544623462162703,0.9427755852527862,3.0
2025-12-13,-0.15501104389632833,0.3015545461256851,-0.3858495760607861,0.7784187085800772,3.0
2025-12-14,0.17801798046042222,1.1122003825067992,0.7876726145724657,1.3326693726175827,7.0
2025-12-15,0.1531629073904428,0.6423103278946412,-0.8530185865515151,0.17975706605282066,4.0
2025-12-16,0.801524912611501,0.629070873091571,0.420115970639414,0.3694713917000403,3.0
2025-12-17,-0.28820939783139143,0.48638603085709103,-0.38522845290846675,1.0930893048620596,4.0
2025-12-18,-0.2602996404602344,0.9349007670509357,-0.17720018066611978,0.4680569653679696,3.0
2025-12-19,0.06174564399752467,1.4595738057545906,-0.4939275683341718,0.6369759011313009,5.0
2025-12-20,0.24363832134860908,1.4070605641908844,-0.10230474752788553,0.2481481039318517,3.0
2025-12-21,0.2492000401902621,0.4238059195038404,0.04669377195399993,0.8160858738229946,3.0
2025-12-22,0.13039525329068935,1.1390336771835536,0.7822690211497302,0.36025036619833084,3.0
2025-12-23,0.21110722637650245,0.720807500585054,0.5910211202288631,0.33400205168404096,4.0
2025-12-24,-1.1618140106568673,0.6430531308260214,-0.3638259545215578,0.48547240077227594,2.0
2025-12-25,-0.03793169553695787,1.0,-0.8529320136574652,1.0,1.0
2025-12-26,0.9996909288697018,1.0,0.021814288044853223,1.0,1.0
